ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,publication_date,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url
22829726,Actinobase,0.993042409,Actinobase,0.993042409,,0,1,2012-06-16,http://www.actinobase.in,"HTTPConnectionPool(host='www.actinobase.in', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b195ad90>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,None
23092397,admetSAR,0.990115881,admetSAR,0.990115881,,0,1,2012-11-01,http://www.admetexp.org,302,CA,"(45.5088,-73.5878)",None
23193282,Allen Brain Atlas,0.758832355,Allen Brain Atlas,0.758832355,,0,1,2012-11-28,http://www.brain-map.org,301,US,"(37.7725,-122.4147)",None
"23203891, 26980515",2P2I,0.99723657,2P2I,0.99723657,,0,2,2012-11-30,http://2p2idb.cnrs-mrs.fr,"HTTPConnectionPool(host='2p2idb.cnrs-mrs.fr', port=80): Pool is closed.",,,None
23293959,3DMET,0.974991322,3DMET,0.974991322,Three-dimensional structure database of natural metabolites,0.861961424,1,2013-03-07,"http://www.genome.jp/kegg/compound/, http://www.3dmet.dna.affrc.go.jp","301, HTTPConnectionPool(host='www.3dmet.dna.affrc.go.jp', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b195a0a0>: Failed to establish a new connection: [Errno -2] Name or service not known'))","JP, ","(34.8904,135.8032), ","None, None"
23317704,AMDD,0.986542583,AMDD,0.986542583,anti microbial drug database,0.958445907,1,2012-11-07,http://www.amddatabase.info,"HTTPConnectionPool(host='www.amddatabase.info', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b19eecd0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,None
23993619,aFiSh,0.991861537,aFiSh,0.991861537,NFOODS database on fish and shellfish,0.929391642,1,2013-07-11,http://www.fao.org/infoods/biodiversity/index_en.stm,301,US,"(37.7621,-122.3971)",None
24081580,3did,0.997478525,3did,0.997478525,interacting domains,0.710986495,1,2013-09-29,http://3did.irbbarcelona.org,302,US,"(37.7621,-122.3971)",None
24217911,AgeFactDB,0.997452736,AgeFactDB,0.997452736,JenAge Ageing Factor Database,0.809117585,1,2013-11-11,http://agefactdb.jenage.de,301,DE,"(50.9773,11.0354)",None
24272250,Arabidopsis Genome Encyclopedia II,0.959254963,RARGE II,0.89071492,Arabidopsis Genome Encyclopedia II,0.959254963,1,2013-11-21,http://rarge-v2.psc.riken.jp,"HTTPConnectionPool(host='rarge-v2.psc.riken.jp', port=80): Max retries exceeded with url: / (Caused by ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer')))",,,None
24275494,1000 Genomes Selection Browser,0.770321417,,0,1000 Genomes Selection Browser,0.770321417,1,2013-11-25,http://hsb.upf.edu,"HTTPConnectionPool(host='hsb.upf.edu', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b1910bb0>: Failed to establish a new connection: [Errno -5] No address associated with hostname'))",,,None
24526713,3DGD,0.996886671,3DGD,0.996886671,Genome Database,0.968708754,1,2014-02-12,http://3dgd.biosino.org,"HTTPConnectionPool(host='3dgd.biosino.org', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b19105e0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,None
24556904,AlfalfaTFDB,0.975518227,AlfalfaTFDB,0.975518227,,0,1,2014-02-21,http://plantpathology.ba.ars.usda.gov/alfalfatfdb.html,"HTTPConnectionPool(host='plantpathology.ba.ars.usda.gov', port=80): Pool is closed.",,,None
24628857,AlgaePath,0.996096075,AlgaePath,0.996096075,,0,1,2014-03-14,http://algaepath.itps.ncku.edu.tw,"HTTPConnectionPool(host='algaepath.itps.ncku.edu.tw', port=80): Pool is closed.",,,None
24888382,AAIR,0.995133579,AAIR,0.995133579,Allergic Airway Inflammation Repository,0.976998336,1,2014-06-03,http://aair.cimed.ike.liu.se,"HTTPConnectionPool(host='aair.cimed.ike.liu.se', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b19fdb20>: Failed to establish a new connection: [Errno -5] No address associated with hostname'))",,,None
25048123,AgAbDb,0.995833278,AgAbDb,0.995833278,Antigen-Antibody Interaction Database,0.982613113,1,2014-01-01,http://bioinfo.net.in/AgAbDb.htm,301,IN,"(18.9888,73.1101)",None
25052703,APADB,0.981904626,APADB,0.981904626,,0,1,2014-07-22,http://tools.genxpro.net/apadb,308,DE,"(52.0333,8.5333)",None
25097382,AllergenPro,0.997101068,AllergenPro,0.997101068,,0,1,2014-06-30,http://nabic.rda.go.kr/allergen,404,,,None
25229122,ACPro,0.962495983,ACPro,0.962495983,,0,1,2014-10-14,http://www.ats.amherst.edu/protein,301,US,"(39.0437,-77.4875)",None
25361966,ADReCS,0.995718002,ADReCS,0.995718002,Adverse Drug Reaction Classification System,0.979371885,1,2014-10-31,http://bioinf.xmu.edu.cn/ADReCS,302,CN,"(23.1167,113.2500)",None
25378337,APASdb,0.995926738,APASdb,0.995926738,,0,1,2014-11-06,http://mosas.sysu.edu.cn/utr,"HTTPConnectionPool(host='mosas.sysu.edu.cn', port=80): Pool is closed.",,,None
25392412,Addgene Repository,0.828912163,Addgene Repository,0.828912163,,0,1,2014-11-11,http://www.addgene.org,301,US,"(37.7621,-122.3971)",None
25392419,AHTPDB,0.997885823,AHTPDB,0.997885823,,0,1,2014-11-11,http://crdd.osdd.net/raghava/ahtpdb,"HTTPConnectionPool(host='crdd.osdd.net', port=80): Pool is closed.",,,None
25432889,AlzBase,0.974508405,AlzBase,0.974508405,,0,1,2014-11-29,http://alz.big.ac.cn/alzBase,"HTTPConnectionPool(host='alz.big.ac.cn', port=80): Max retries exceeded with url: /alzBase (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b1910580>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,None
25465051,A-WINGS,0.987336159,A-WINGS,0.987336159,,0,1,2014-12-03,http://bioinf.mind.meiji.ac.jp/a-wings,"HTTPConnectionPool(host='bioinf.mind.meiji.ac.jp', port=80): Max retries exceeded with url: /a-wings (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b19f6130>: Failed to establish a new connection: [Errno -5] No address associated with hostname'))",,,None
25762455,amamutdb.no,0.977049748,amamutdb.no,0.977049748,,0,1,2015-04-09,http://amamutdb.no,"HTTPConnectionPool(host='amamutdb.no', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b1927610>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,None
25853886,ALDB,0.989124298,ALDB,0.989124298,nimal,0.511159897,1,2015-04-08,http://res.xaut.edu.cn/aldb/index.jsp,"HTTPConnectionPool(host='res.xaut.edu.cn', port=80): Max retries exceeded with url: /aldb/index.jsp (Caused by ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer')))",,,None
26088800,AmyLoad,0.924672663,AmyLoad,0.924672663,,0,1,2015-06-17,http://comprec-lin.iiar.pwr.edu.pl/amyload,"HTTPConnectionPool(host='comprec-lin.iiar.pwr.edu.pl', port=80): Pool is closed.",,,None
26490961,5SRNAdb,0.94896158,5SRNAdb,0.94896158,,0,1,2015-10-20,http://combio.pl/5srnadb,301,PL,"(52.4069,16.9299)",None
26602690,Aging Chart,0.833349913,Aging Chart,0.833349913,,0,1,2015-11-23,http://agingchart.org,"HTTPConnectionPool(host='agingchart.org', port=80): Pool is closed.",,,None
"26602694, 25555720",APD3,0.988607168,APD3,0.988607168,The antimicrobial peptide database,0.915424158,2,2015-11-23,http://aps.unmc.edu/AP,301,US,"(37.7621,-122.3971)",None
26644461,ALCOdb,0.997920737,ALCOdb,0.997920737,Algae Gene Coexpression database,0.973787616,1,2015-12-07,http://alcodb.jp,301,JP,"(38.2667,140.8667)",None
26828034,AmphibiaChina,0.995878279,AmphibiaChina,0.995878279,,0,1,2016-01-01,http://www.amphibiachina.org,200,CN,"(39.9075,116.3972)",None
26861916,ApoCanD,0.977928281,ApoCanD,0.977928281,,0,1,2016-02-10,http://crdd.osdd.net/raghava/apocand,"HTTPConnectionPool(host='crdd.osdd.net', port=80): Pool is closed.",,,None
27081154,3CDB,0.995992641,3CDB,0.995992641,,0,1,2016-04-14,http://3cdb.big.ac.cn,301,CN,"(39.9075,116.3972)",None
"27242034, 32542109",Abasy,0.987492204,Abasy,0.987492204,acteria systems,0.613150299,2,2016-05-30,http://abasy.ccg.unam.mx,301,MX,"(19.4285,-99.1277)",None
27507885,ADPriboDB,0.997497678,ADPriboDB,0.997497678,,0,1,2016-08-09,http://ADPriboDB.leunglab.org,405,,,None
27582018,ANGIOGENES,0.997215807,ANGIOGENES,0.997215807,,0,1,2016-09-01,http://angiogenes.uni-frankfurt.de,"HTTPConnectionPool(host='angiogenes.uni-frankfurt.de', port=80): Pool is closed.",,,None
27671474,ANTISTAPHYBASE,0.932832658,ANTISTAPHYBASE,0.932832658,,0,1,2016-09-26,http://www.antistaphybase.com,"HTTPConnectionPool(host='www.antistaphybase.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b1998580>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,None
27694207,3DFlu,0.99639225,3DFlu,0.99639225,,0,1,2016-10-02,http://nucleus3d.cent.uw.edu.pl/influenza,301,PL,"(52.2298,21.0118)",None
28069893,Alga-PrAS,0.994979988,Alga-PrAS,0.994979988,Algal Protein Annotation Suite database,0.78106205,1,2017-01-01,http://alga-pras.riken.jp,"HTTPConnectionPool(host='alga-pras.riken.jp', port=80): Max retries exceeded with url: / (Caused by ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer')))",,,None
28095775,ARA-PEPs,0.987573981,ARA-PEPs,0.987573981,,0,1,2017-01-17,http://www.biw.kuleuven.be/CSB/ARA-PEPs,301,BE,"(50.8796,4.7009)",None
28365738,ABCMdb,0.99738276,ABCMdb,0.99738276,,0,1,2017-01-01,http://abcm2.hegelab.org,200,HU,"(47.4984,19.0404)",None
28376796,AHCODA-DB,0.993691454,AHCODA-DB,0.993691454,,0,1,2017-04-04,http://public.sylics.com,301,NL,"(52.5250,5.7181)",None
28413782,APMicroDB,0.996813858,APMicroDB,0.996813858,microsatellite repeat database of the pea aphid,0.969031361,1,2017-03-30,http://deepaklab.com/aphidmicrodb,404,,,None
28511181,1-CMDb,0.992982775,1-CMDb,0.992982775,one-carbon metabolism database,0.925644517,1,2017-05-17,http://slsdb.manipal.edu/ocm,301,IN,"(13.3928,74.8050)",None
28779078,A2MDB,0.993841752,A2MDB,0.993841752,Aspergillus Secondary Metabolites Database,0.987300144,1,2017-08-04,http://www.iictindia.org/A2MDB,301,US,"(37.7621,-122.3971)",None
28784999,AOD,0.994940579,AOD,0.994940579,Antioxidant Database,0.930749983,1,2017-08-07,http://lin.uestc.edu.cn/AODdatabase/index.aspx,"HTTPConnectionPool(host='lin.uestc.edu.cn', port=80): Max retries exceeded with url: /AODdatabase/index.aspx (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b19b3e80>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,None
28977551,AAgMarker,0.988109291,AAgMarker,0.988109291,,0,1,2018-01-01,http://bioinfo.wilmer.jhu.edu/AAgMarker,"HTTPConnectionPool(host='bioinfo.wilmer.jhu.edu', port=80): Pool is closed.",,,None
29040693,AmyPro,0.99600482,AmyPro,0.99600482,,0,1,2018-01-01,http://amypro.net,301,BE,"(51.0500,3.7167)",None
29126202,ActiveDriverDB,0.994272113,ActiveDriverDB,0.994272113,,0,1,2018-01-01,http://www.ActiveDriverDB.org,302,CA,"(43.6564,-79.3860)",None
29156005,aBiofilm,0.9043421,aBiofilm,0.9043421,,0,1,2018-01-01,http://bioinfo.imtech.res.in/manojk/abiofilm,"HTTPConnectionPool(host='bioinfo.imtech.res.in', port=80): Pool is closed.",,,None
29956270,AD&FTD,0.950616956,AD&FTD,0.950616956,,0,1,2018-01-01,http://www.molgen.vib-ua.be/FTDmutations,404,,,None
30231853,AgriSeqDB,0.997874022,AgriSeqDB,0.997874022,,0,1,2018-09-19,http://expression.latrobe.edu.au/agriseqdb,302,AU,"(-37.8140,144.9633)",None
30239679,AgBioData,0.996884644,AgBioData,0.996884644,,0,1,2018-01-01,http://www.agbiodata.org,302,US,"(37.7621,-122.3971)",None
30247677,AmtDB,0.998366475,AmtDB,0.998366475,,0,1,2019-01-01,http://amtdb.org,301,CZ,"(49.1952,16.6080)",None
30304689,10KIP,0.928437392,10KIP,0.928437392,"10,000 Immunomes Project",0.844234129,1,2018-10-01,http://10kimmunomes.org,302,US,"(34.0353,-118.4259)",None
30357390,ALEdb,0.993111849,ALEdb,0.993111849,,0,1,2019-01-01,http://aledb.org,301,IE,"(53.3331,-6.2489)",None
30365033,AlloMAPS,0.996572554,AlloMAPS,0.996572554,,0,1,2019-01-01,http://allomaps.bii.a-star.edu.sg,302,SG,"(1.2897,103.8501)",None
30371900,Ancestral Genomes,0.586193487,Ancestral Genomes,0.586193487,,0,1,2019-01-01,http://ancestralgenomes.org,301,US,"(39.0437,-77.4875)",None
30639529,Antimicrobial Enzyme Combinations Database,0.657052189,,0,Antimicrobial Enzyme Combinations Database,0.657052189,1,2019-01-09,http://www.ceb.uminho.pt/aecd,301,PT,"(41.5514,-8.4231)",None
30715274,APID,0.780257463,APID,0.780257463,,0,1,2019-01-01,http://apid.dep.usal.es,200,ES,"(40.9688,-5.6639)",None
30937442,Animal sncRNA Atlas,0.959473997,ASRA,0.944391489,Animal sncRNA Atlas,0.959473997,1,2019-05-01,http://www.ccb.uni-saarland.de/asra,302,DE,"(49.3264,7.3387)",None
31094220,AmyCo,0.988337398,AmyCo,0.988337398,amyloidoses collection,0.742020524,1,2019-05-16,http://bioinformatics.biol.uoa.gr/amyco,301,GR,"(37.9757,23.7691)",None
31123286,AICD,0.981977388,AICD,0.981977388,nti-Inflammatory Compounds Database,0.904850148,1,2019-05-23,http://956023.ichengyun.net/AICD/index.php,"HTTPConnectionPool(host='956023.ichengyun.net', port=80): Pool is closed.",,,None
31347432,ANDB,0.951109529,ANDB,0.951109529,Areca nut database,0.914340153,1,2019-07-26,http://arecanut.icmr.org.in,"HTTPConnectionPool(host='arecanut.icmr.org.in', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b19cf550>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,None
31584087,Animal-ImputeDB,0.997726774,Animal-ImputeDB,0.997726774,,0,1,2020-01-01,http://gong_lab.hzau.edu.cn/Animal_ImputeDB,403,,,None
31586392,APAatlas,0.997015476,APAatlas,0.997015476,,0,1,2020-01-01,http://hanlab.uth.edu/apa,"HTTPConnectionPool(host='hanlab.uth.edu', port=80): Pool is closed.",,,None
31648087,AdditiveChem,0.995760739,AdditiveChem,0.995760739,,0,1,2019-09-11,http://www.rxnfinder.org/additivechem,301,CN,"(39.9075,116.3972)",None
31680137,ANISEED,0.995582819,ANISEED,0.995582819,,0,1,2020-01-01,http://www.aniseed.cnrs.fr,301,FR,"(51.0344,2.3768)",None
31695717,AppleMDO,0.992001891,AppleMDO,0.992001891,,0,1,2019-10-22,http://bioinformatics.cau.edu.cn/AppleMDO,307,CN,"(39.9075,116.3972)",None
31978081,AOE,0.969555974,AOE,0.969555974,,0,1,2020-01-24,http://aoe.dbcls.jp,301,JP,"(35.1167,138.9167)",None
32193422,AmazonFish,0.907141924,AmazonFish,0.907141924,,0,1,2020-03-19,http://www.amazon-fish.com,302,FR,"(50.9865,2.1281)",None
32291734,AELP,0.983020544,AELP,0.983020544,Auditory English Lexicon Project,0.609619483,1,2020-10-01,http://inetapps.nus.edu.sg/aelp,"HTTPConnectionPool(host='inetapps.nus.edu.sg', port=80): Pool is closed.",,,None
32584882,Antimicrobial chemotherapeutics database,0.987474948,ACD,0.987468759,Antimicrobial chemotherapeutics database,0.987474948,1,2020-06-25,http://amdr.amu.ac.in/acd,"HTTPConnectionPool(host='amdr.amu.ac.in', port=80): Pool is closed.",,,None
32702093,AciDB,0.99098736,AciDB,0.99098736,,0,1,2020-12-01,"http://AciDB.cl, http://gitlab.com/Hawkline451/acidb","308, 301","US, US","(34.0203,-117.8653), (37.7621,-122.3971)","None, None"
32765587,Analysis of Breast Cancer GWAS,0.94699221,ABC-GWAS,0.923012972,Analysis of Breast Cancer GWAS,0.94699221,1,2020-07-20,http://education.knoweng.org/abc-gwas,301,US,"(40.1106,-88.2073)",None
32986825,Animal-APAdb,0.993082929,Animal-APAdb,0.993082929,,0,1,2021-01-01,http://gong_lab.hzau.edu.cn/Animal-APAdb,403,,,None
33137193,AcrHub,0.99744314,AcrHub,0.99744314,,0,1,2021-01-01,http://pacrispr.erc.monash.edu/AcrHub,301,US,"(47.6036,-122.3256)",None
33169878,A.P.E.S,0.811360155,A.P.E.S,0.811360155,,0,1,2020-11-10,http://apeswiki.eva.mpg.de,"HTTPConnectionPool(host='apeswiki.eva.mpg.de', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b19355e0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,None
"33175170, 32102777, 33704069",2019nCoVR,0.997189482,2019nCoVR,0.997189482,2019 Novel Coronavirus Resource,0.953625798,3,2021-01-01,http://bigd.big.ac.cn,301,CN,"(39.9075,116.3972)",None
"33245777, 29106613",3DIV,0.995887399,3DIV,0.995887399,3D-genome Interaction Viewer and database,0.817636555,2,2021-01-01,http://3div.kr,400,,,None
"33326073, 32406920",AnnoLnc,0.998637438,AnnoLnc,0.998637438,,0,2,2021-01-01,http://annolnc1.gao-lab.org,"HTTPConnectionPool(host='annolnc1.gao-lab.org', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b1998b80>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,None
33401309,ADeditome,0.997124791,ADeditome,0.997124791,,0,1,2021-09-01,http://ccsm.uth.edu/ADeditome,301,US,"(37.7621,-122.3971)",None
33643383,APRegNet,0.974425733,APRegNet,0.974425733,,0,1,2021-02-12,http://lms.snu.edu.in/APRegNet,301,US,"(37.7621,-122.3971)",None
33852582,AlnC,0.996692717,AlnC,0.996692717,Catalogue,0.617510498,1,2021-04-14,http://www.nipgr.ac.in/AlnC,301,IN,"(28.6519,77.2315)",None
33996073,antifungal drug interactions database,0.586464763,,0,antifungal drug interactions database,0.586464763,1,2021-01-01,http://antifungalinteractions.org/was,301,GB,"(51.5085,-0.1257)",None
34025933,AddictGene,0.997377753,AddictGene,0.997377753,,0,1,2021-04-19,http://159.226.67.237/sun/addictgedb,301,CN,"(39.9075,116.3972)",None
34244700,2DProts,0.990597233,2DProts,0.990597233,,0,1,2021-07-09,http://2dprots.ncbr.muni.cz,301,CZ,"(49.1952,16.6080)",None
34316271,ALTB,0.855050087,ALTB,0.855050087,,0,1,2021-07-13,"http://altaiflora.asu.ru/en/, http://altb.asu.ru","HTTPConnectionPool(host='altaiflora.asu.ru', port=80): Pool is closed., 200",", RU",", (53.3620,83.7279)","None, None"
34335304,Amadis,0.995023131,Amadis,0.995023131,,0,1,2021-07-14,http://gift2disease.net/GIFTED,302,CN,"(31.2222,121.4581)",None
34361108,alfaNET,0.997048736,alfaNET,0.997048736,,0,1,2021-08-03,http://bioinfo.usu.edu/alfanet,"HTTPConnectionPool(host='bioinfo.usu.edu', port=80): Pool is closed.",,,None
34497528,ACNPD,0.9954561,ACNPD,0.9954561,anti-cancer natural product database,0.887865017,1,2021-08-23,http://www.acnpd-fu.com,"HTTPConnectionPool(host='www.acnpd-fu.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b1910940>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,None
"34529321, 37695921",antimicrobial peptide database,0.933922029,APD,0.664892316,antimicrobial peptide database,0.933922029,2,2021-09-24,http://aps.unmc.edu,301,US,"(37.7621,-122.3971)",None
34551433,Animal-eRNAdb,0.992497991,Animal-eRNAdb,0.992497991,,0,1,2022-01-01,http://gong_lab.hzau.edu.cn/Animal-eRNAdb,403,,,None
34556150,AprGPD,0.988473594,AprGPD,0.988473594,apricot,0.7814821,1,2021-09-23,http://apricotgpd.com,200,HK,"(22.2783,114.1747)",None
34718689,Antibiotic Resistant Target Seeker,0.790353626,ARTS,0.609794259,Antibiotic Resistant Target Seeker,0.790353626,1,2022-01-01,http://arts-db.ziemertlab.com,301,US,"(37.7621,-122.3971)",None
"34723317, 27789693",3DSNP,0.99662596,3DSNP,0.99662596,,0,2,2022-01-01,http://omic.tech/3dsnpv2,301,US,"(37.7621,-122.3971)",None
35068457,ADVP,0.98153156,ADVP,0.98153156,Alzheimer's Disease Variant Portal,0.960921812,1,2022-01-01,http://advp.niagads.org,301,US,"(39.0437,-77.4875)",None
35222847,ADDAGMA,0.994934142,ADDAGMA,0.994934142,domestic animal gut microbiome atlas,0.881645232,1,2022-02-10,http://addagma.omicsbio.info,200,HK,"(22.2783,114.1747)",None
35232080,Animal Audiogram Database,0.682225436,,0,Animal Audiogram Database,0.682225436,1,2022-02-01,http://animalaudiograms.org,302,DE,"(53.5507,9.9930)",None
35295213,AOP-DB,0.947153851,AOP-DB,0.947153851,Pathway,0.499669313,1,2022-02-14,http://aopwiki.org,301,US,"(45.8399,-119.7006)",None
35348649,Anti-CRISPRdb,0.994663129,Anti-CRISPRdb,0.994663129,,0,1,2022-03-01,http://guolab.whu.edu.cn/anti-CRISPRdb,403,,,None
35445695,A3D,0.833937526,A3D,0.833937526,,0,1,2022-05-01,http://biocomp.chem.uw.edu.pl/A3D2/hproteome,302,PL,"(52.2298,21.0118)",None
35471187,Aegypti-Atlas,0.98744604,Aegypti-Atlas,0.98744604,,0,1,2022-04-26,http://aegyptiatlas.buchonlab.com,200,US,"(40.8043,-74.0121)",None
35501320,4DN,0.968712419,4DN,0.968712419,Nucleome,0.617621064,1,2022-05-02,http://data.4dnucleome.org,301,US,"(39.0437,-77.4875)",None
35617175,ADmeth,0.994930148,ADmeth,0.994930148,,0,1,2023-03-01,http://www.biobdlab.cn/ADmeth,"HTTPConnectionPool(host='www.biobdlab.cn', port=80): Max retries exceeded with url: /ADmeth (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b19fd8e0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,None
35653350,AnthraxKP,0.907631814,AnthraxKP,0.907631814,,0,1,2022-06-01,http://139.224.212.120:18095,"HTTPConnectionPool(host='139.224.212.120', port=18095): Pool is closed.",,,None
35697698,ACovPepDB,0.987743855,ACovPepDB,0.987743855,,0,1,2022-06-13,http://i.uestc.edu.cn/ACovPepDB,302,CN,"(30.6667,104.0667)",None
"35708586, 31832668",AcetoBase,0.99637115,AcetoBase,0.99637115,,0,2,2022-06-01,http://acetobase.molbio.slu.se,"HTTPConnectionPool(host='acetobase.molbio.slu.se', port=80): Pool is closed.",,,None
35771624,Ab-CoV,0.996665657,Ab-CoV,0.996665657,,0,1,2022-08-01,http://web.iitm.ac.in/bioinfo2/ab-cov/home,302,IN,"(13.0659,80.2365)",None
"35899212, 35755024",AIDA,0.981406907,AIDA,0.981406907,,0,2,2022-07-11,http://clinicaltrials.gov,301,US,"(39.0997,-94.5786)",None
35920330,ABC portal,0.674647212,ABC portal,0.674647212,,0,1,2023-01-01,http://abc.sklehabc.com,"HTTPConnectionPool(host='abc.sklehabc.com', port=80): Pool is closed.",,,None
