ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,publication_date,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url
20949389,ACSR,0.963491698,ACSR,0.963491698,AIDS and Cancer Specimen Resource,0.931551437,1,2011-01-01,http://acsr.ucsf.edu,302,US,"(37.7749,-122.4194)",http://web.archive.org/web/20200729012332/https://acsr.ucsf.edu/
21216747,Rice TOGO Browser,0.827372536,Rice TOGO Browser,0.827372536,,0,1,2011-01-06,http://agri-trait.dna.affrc.go.jp,"HTTPConnectionPool(host='agri-trait.dna.affrc.go.jp', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7bb29f4ccfd0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,http://web.archive.org/web/20150908030848/http://agri-trait.dna.affrc.go.jp/
21383924,TAMI,0.986702323,TAMI,0.986702323,The Antimicrobial Index,0.871445251,1,2011-01-22,http://antibiotics.toku-e.com,301,US,"(37.7621,-122.3971)",http://web.archive.org/web/20240604033540/https://antibiotics.toku-e.com/
21389154,16SpathDB,0.996311396,16SpathDB,0.996311396,,0,1,2011-03-09,http://147.8.74.24/16SpathDB,"HTTPConnectionPool(host='147.8.74.24', port=80): Max retries exceeded with url: /16SpathDB (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f8747f0>, 'Connection to 147.8.74.24 timed out. (connect timeout=5)'))",,,http://web.archive.org/web/20140722082245/http://147.8.74.24/16SpathDB/
21498548,Allie,0.968772352,Allie,0.968772352,,0,1,2011-04-15,http://allie.dbcls.jp,302,JP,"(35.1167,138.9167)",http://web.archive.org/web/20230610131226/https://allie.dbcls.jp/
21729256,RASOnD,0.995079184,RASOnD,0.995079184,RAS Oncogene Database,0.942642281,1,2011-07-05,"http://202.141.47.181/rasond/, http://www.aiims.edu/RAS.html","HTTPConnectionPool(host='202.141.47.181', port=80): Max retries exceeded with url: /rasond/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f5ddc10>, 'Connection to 202.141.47.181 timed out. (connect timeout=5)')), 301",", IN",", (28.6519,77.2315)","no_wayback, http://web.archive.org/web/20140722084739/http://www.aiims.edu/RAS.html"
21781283,DbMDR,0.997138441,DbMDR,0.997138441,,0,1,2011-09-06,http://203.190.147.116/dbmdr,"HTTPConnectionPool(host='203.190.147.116', port=80): Max retries exceeded with url: /dbmdr (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f4cc340>, 'Connection to 203.190.147.116 timed out. (connect timeout=5)'))",,,http://web.archive.org/web/20140429114127/http://203.190.147.116:80/dbmdr/
21876203,UPB,0.950364868,UPB,0.950364868,Urinary Protein Biomarker,0.927442985,1,2011-08-29,http://122.70.220.102/biomarker,"HTTPConnectionPool(host='122.70.220.102', port=80): Max retries exceeded with url: /biomarker (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f5d15b0>, 'Connection to 122.70.220.102 timed out. (connect timeout=5)'))",,,no_wayback
21930248,HCVpro,0.997242883,HCVpro,0.997242883,hepatitis C virus protein interaction database,0.859147181,1,2011-09-09,"http://apps.sanbi.ac.za/hcvpro/, http://cbrc.kaust.edu.sa/hcvpro","HTTPConnectionPool(host='apps.sanbi.ac.za', port=80): Max retries exceeded with url: /hcvpro/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7bb29f5f8df0>: Failed to establish a new connection: [Errno -2] Name or service not known')), 302",", US",", (37.5331,-122.2486)","http://web.archive.org/web/20110209185158/http://apps.sanbi.ac.za:80/hcvpro/, http://web.archive.org/web/20220805210210/https://www.cbrc.kaust.edu.sa/hcvpro/"
21938212,RiDs db,0.977813244,RiDs db,0.977813244,Repeats in diseases database,0.806841683,1,2011-09-06,http://115.111.90.196/ridsdb/index.php,"HTTPConnectionPool(host='115.111.90.196', port=80): Max retries exceeded with url: /ridsdb/index.php (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f576f40>, 'Connection to 115.111.90.196 timed out. (connect timeout=5)'))",,,http://web.archive.org/web/20140722092852/http://115.111.90.196/ridsdb/index.php
22039151,ALFRED,0.992198706,ALFRED,0.992198706,,0,1,2011-10-28,http://alfred.med.yale.edu,301,US,"(39.0437,-77.4875)",no_wayback
"22057158, 26779400",AURA,0.97320962,AURA,0.97320962,Atlas of UTR Regulatory Activity,0.889621913,2,2014-01-29,http://aura.science.unitn.it,200,IT,"(41.8919,12.5113)",http://web.archive.org/web/20240227050337/http://aura.science.unitn.it/
22067098,ApoptoProteomics,0.990143538,ApoptoProteomics,0.990143538,,0,1,2011-11-08,http://apoptoproteomics.uio.no,"HTTPConnectionPool(host='apoptoproteomics.uio.no', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7bb29f58cd30>: Failed to establish a new connection: [Errno 113] No route to host'))",,,http://web.archive.org/web/20230316112300/http://apoptoproteomics.uio.no/
22080511,ADHDgene,0.933751583,ADHDgene,0.933751583,,0,1,2011-11-10,http://adhd.psych.ac.cn,200,CN,"(39.9075,116.3972)",http://web.archive.org/web/20220124054010/http://adhd.psych.ac.cn/
22080555,UCSC Archaeal Genome Browser,0.798626341,arCOG,0.772361755,UCSC Archaeal Genome Browser,0.798626341,1,2011-11-12,http://archaea.ucsc.edu,302,US,"(36.9741,-122.0308)",no_wayback
22084200,AH-DB,0.99563925,AH-DB,0.99563925,Apo-Holo DataBase,0.77852336,1,2011-11-13,"http://ahdb.ee.ncku.edu.tw/, http://ahdb.csbb.ntu.edu.tw","200, HTTPConnectionPool(host='ahdb.csbb.ntu.edu.tw', port=80): Pool is closed.","TW, ","(22.9908,120.2133), ","http://web.archive.org/web/20221122084742/http://ahdb.ee.ncku.edu.tw/, http://web.archive.org/web/20150429222327/http://ahdb.csbb.ntu.edu.tw:80/"
22110032,DAMPD,0.989307284,DAMPD,0.989307284,Dragon Antimicrobial Peptide Database,0.977057718,1,2011-11-21,http://apps.sanbi.ac.za/dampd,"HTTPConnectionPool(host='apps.sanbi.ac.za', port=80): Max retries exceeded with url: /dampd (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7bb29f4ebe20>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,no_wayback
22134927,hUbiquitome,0.99319154,hUbiquitome,0.99319154,Really Interesting New Gene,0.800637662,1,2011-11-30,http://202.38.126.151/hmdd/hubi,"HTTPConnectionPool(host='202.38.126.151', port=80): Max retries exceeded with url: /hmdd/hubi (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f5d1850>, 'Connection to 202.38.126.151 timed out. (connect timeout=5)'))",,,no_wayback
22135301,BacMap,0.990752041,BacMap,0.990752041,,0,1,2011-12-01,http://bacmap.wishartlab.com,200,CA,"(53.5501,-113.4687)",no_wayback
22139918,AutismKB,0.762071371,AutismKB,0.762071371,,0,1,2011-12-01,http://autismkb.cbi.pku.edu.cn,"HTTPConnectionPool(host='autismkb.cbi.pku.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7bb29f533640>: Failed to establish a new connection: [Errno -5] No address associated with hostname'))",,,http://web.archive.org/web/20230518125217/http://www.autismkb.cbi.pku.edu.cn/
22293322,G6PD,0.940137466,G6PD,0.940137466,,0,1,2012-01-30,http://202.120.189.88/mutdb,301,CN,"(31.2222,121.4581)",no_wayback
22397531,AtPAN,0.98359412,AtPAN,0.98359412,Arabidopsis thaliana Promoter Analysis Net,0.875704557,1,2012-03-08,http://AtPAN.itps.ncku.edu.tw,"HTTPConnectionPool(host='atpan.itps.ncku.edu.tw', port=80): Pool is closed.",,,no_wayback
22434840,Aptamer Base,0.971290752,Aptamer Base,0.971290752,,0,1,2012-03-20,http://aptamer.freebase.com,404,,,http://web.archive.org/web/20120717200348/http://aptamer.freebase.com:80/
22559261,AlliumMap,0.986065328,AlliumMap,0.986065328,,0,1,2012-05-04,http://alliumgenetics.org,"HTTPConnectionPool(host='alliumgenetics.org', port=80): Max retries exceeded with url: / (Caused by ProtocolError('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')))",,,no_wayback
22647208,AlzPathway,0.996937859,AlzPathway,0.996937859,,0,1,2012-05-30,http://alzpathway.org,200,JP,"(35.6895,139.6917)",no_wayback
22659196,Alkamid,0.985504031,Alkamid,0.985504031,,0,1,2012-05-30,http://alkamid.ugent.be,404,,,http://web.archive.org/web/20240610175757/https://alkamid.ugent.be/
22726705,QuartetS-DB,0.972562802,QuartetS-DB,0.972562802,,0,1,2012-06-22,http://applications.bioanalysis.org/quartetsdb,"HTTPConnectionPool(host='applications.bioanalysis.org', port=80): Max retries exceeded with url: /quartetsdb (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f58c3d0>, 'Connection to applications.bioanalysis.org timed out. (connect timeout=5)'))",,,no_wayback
22748121,Genes2FANs,0.972529342,Genes2FANs,0.972529342,,0,1,2012-07-02,http://actin.pharm.mssm.edu/genes2FANs,"HTTPConnectionPool(host='actin.pharm.mssm.edu', port=80): Pool is closed.",,,http://web.archive.org/web/20181021235907/http://actin.pharm.mssm.edu:80/genes2FANs/
"22753137, 21702733",ALSoD,0.907861531,ALSoD,0.907861531,Online Database,0.633407295,2,2012-07-16,http://alsod.iop.kcl.ac.uk,301,GB,"(51.5085,-0.1257)",http://web.archive.org/web/20190819112022/http://alsod.iop.kcl.ac.uk:80/
22753780,AutoBind,0.98091805,AutoBind,0.98091805,,0,1,2012-07-02,"http://autobind.csie.ncku.edu.tw/, http://autobind.mc.ntu.edu.tw","301, HTTPConnectionPool(host='autobind.mc.ntu.edu.tw', port=80): Pool is closed.","TW, ","(22.9908,120.2133), ","http://web.archive.org/web/20181107084844/http://autobind.csie.ncku.edu.tw/, no_wayback"
23095476,Hawaiian Freshwater Algal Database,0.969474773,HfwADB,0.964678764,Hawaiian Freshwater Algal Database,0.969474773,1,2012-10-25,http://algae.manoa.hawaii.edu/hfwadb,"HTTPConnectionPool(host='algae.manoa.hawaii.edu', port=80): Pool is closed.",,,http://web.archive.org/web/20170513234420/http://algae.manoa.hawaii.edu:80/hfwadb/
"23203891, 26980515",2P2I,0.99723657,2P2I,0.99723657,,0,2,2012-11-30,http://2p2idb.cnrs-mrs.fr,"HTTPConnectionPool(host='2p2idb.cnrs-mrs.fr', port=80): Pool is closed.",,,http://web.archive.org/web/20200226035006/http://2p2idb.cnrs-mrs.fr:80/
23550138,Biotinidase Gene Variants Registry,0.961240504,,0,Biotinidase Gene Variants Registry,0.961240504,1,2013-04-09,http://arup.utah.edu/database/BTD/BTD_welcome.php,302,US,"(40.7608,-111.8911)",no_wayback
23904744,ASRDb,0.997044563,ASRDb,0.997044563,Archaeal Stress Response Database,0.98826167,1,2013-07-12,http://121.241.218.70/ASRDb,"HTTPConnectionPool(host='121.241.218.70', port=80): Max retries exceeded with url: /ASRDb (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f516280>, 'Connection to 121.241.218.70 timed out. (connect timeout=5)'))",,,no_wayback
24013925,targetHub,0.947265625,targetHub,0.947265625,,0,1,2013-09-06,http://app1.bioinformatics.mdanderson.org/tarhub/_design/basic/index.html,302,US,"(29.7633,-95.3633)",no_wayback
24081580,3did,0.997478525,3did,0.997478525,interacting domains,0.710986495,1,2013-09-29,http://3did.irbbarcelona.org,302,ES,"(41.3888,2.1590)",http://web.archive.org/web/20240621001406/https://3did.irbbarcelona.org/
24217911,AgeFactDB,0.997452736,AgeFactDB,0.997452736,JenAge Ageing Factor Database,0.809117585,1,2013-11-11,http://agefactdb.jenage.de,301,DE,"(50.9787,11.0328)",http://web.archive.org/web/20240610171109/https://agefactdb.jenage.de/
24264865,Bival-Bind,0.987922519,Bival-Bind,0.987922519,,0,1,2013-11-22,http://agknapp.chemie.fu-berlin.de/bivalbind,301,DE,"(52.5244,13.4105)",http://web.archive.org/web/20140726125627/http://agknapp.chemie.fu-berlin.de/bivalbind
24304895,BacMet,0.994012475,BacMet,0.994012475,,0,1,2013-12-03,http://bacmet.biomedicine.gu.se)--a,"HTTPConnectionPool(host='bacmet.biomedicine.gu.se)--a', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7bb29f5a7700>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,no_wayback
24399916,bex-db,0.995140064,bex-db,0.995140064,Barley Gene Expression Database,0.958310401,1,2013-12-01,http://barleyflc.dna.affrc.go.jp/bexdb/index.html,"HTTPConnectionPool(host='barleyflc.dna.affrc.go.jp', port=80): Max retries exceeded with url: /bexdb/index.html (Caused by ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer')))",,,http://web.archive.org/web/20201024123852/https://barleyflc.dna.affrc.go.jp/bexdb/index.html
24466070,TGRD,0.996569216,TGRD,0.996569216,Tomato Genomic Resources Database,0.988132167,1,2014-01-21,http://59.163.192.91/tomato2,"HTTPConnectionPool(host='59.163.192.91', port=80): Max retries exceeded with url: /tomato2 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f4cc7c0>, 'Connection to 59.163.192.91 timed out. (connect timeout=5)'))",,,http://web.archive.org/web/20140726095957/http://59.163.192.91/tomato2/
24475134,ASDCD,0.993572259,ASDCD,0.993572259,Antifungal Synergistic Drug Combination Database,0.987889366,1,2014-01-24,http://ASDCD.amss.ac.cn,"HTTPConnectionPool(host='asdcd.amss.ac.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7bb29f598f70>: Failed to establish a new connection: [Errno 113] No route to host'))",,,http://web.archive.org/web/20220925205827/http://asdcd.amss.ac.cn/
24526713,3DGD,0.996886671,3DGD,0.996886671,Genome Database,0.968708754,1,2014-02-12,http://3dgd.biosino.org,"HTTPConnectionPool(host='3dgd.biosino.org', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7bb29f4e19a0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,http://web.archive.org/web/20170326060852/http://3dgd.biosino.org:80/
24628857,AlgaePath,0.996096075,AlgaePath,0.996096075,,0,1,2014-03-14,http://algaepath.itps.ncku.edu.tw,200,TW,"(22.9908,120.2133)",no_wayback
24888382,AAIR,0.995133579,AAIR,0.995133579,Allergic Airway Inflammation Repository,0.976998336,1,2014-06-03,http://aair.cimed.ike.liu.se,"HTTPConnectionPool(host='aair.cimed.ike.liu.se', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7bb29f5e97f0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,no_wayback
24918550,dbCerEx,0.99592483,dbCerEx,0.99592483,,0,1,2014-06-11,http://128.135.207.10/dbCerEx,"HTTPConnectionPool(host='128.135.207.10', port=80): Max retries exceeded with url: /dbCerEx (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f5d1c70>, 'Connection to 128.135.207.10 timed out. (connect timeout=5)'))",,,no_wayback
25005261,FmTFDb,0.99798429,FmTFDb,0.99798429,foxtail millet transcription factors database,0.956081793,1,2014-07-09,http://59.163.192.91/FmTFDb/index.html,"HTTPConnectionPool(host='59.163.192.91', port=80): Max retries exceeded with url: /FmTFDb/index.html (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f4cc580>, 'Connection to 59.163.192.91 timed out. (connect timeout=5)'))",,,no_wayback
25232097,DAA,0.846934438,DAA,0.846934438,Ageing Atlas,0.621505678,1,2014-09-17,http://ageing-map.org,200,GB,"(51.5085,-0.1257)",no_wayback
25267795,CarrotDB,0.99532944,CarrotDB,0.99532944,,0,1,2014-09-29,"http://apiaceae.njau.edu.cn/car, http://apiaceae.njau.edu.cn/carrotdb","HTTPConnectionPool(host='apiaceae.njau.edu.cn', port=80): Max retries exceeded with url: /car (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f5f84c0>, 'Connection to apiaceae.njau.edu.cn timed out. (connect timeout=5)')), HTTPConnectionPool(host='apiaceae.njau.edu.cn', port=80): Max retries exceeded with url: /carrotdb (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f5f1730>, 'Connection to apiaceae.njau.edu.cn timed out. (connect timeout=5)'))",", ",", ","no_wayback, http://web.archive.org/web/20150826035959/http://apiaceae.njau.edu.cn:80/carrotdb/"
25324312,EpilepsyGene,0.996541262,EpilepsyGene,0.996541262,,0,1,2014-10-16,http://61.152.91.49/EpilepsyGene,"HTTPConnectionPool(host='61.152.91.49', port=80): Max retries exceeded with url: /EpilepsyGene (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f4cc1f0>, 'Connection to 61.152.91.49 timed out. (connect timeout=5)'))",,,http://web.archive.org/web/20170512223240/http://61.152.91.49:80/EpilepsyGene/
25360160,BioPhytMol,0.970525742,BioPhytMol,0.970525742,,0,1,2014-10-11,http://ab-openlab.csir.res.in/biophytmol,"HTTPConnectionPool(host='ab-openlab.csir.res.in', port=80): Pool is closed.",,,no_wayback
25377257,BactPepDB,0.998118401,BactPepDB,0.998118401,,0,1,2014-11-06,"http://bactpepdb.rpbs.univ-paris-diderot.fr, http://www.yeastgenome.org","302, 301","FR, US","(48.8534,2.3488), (45.8399,-119.7006)","no_wayback, http://web.archive.org/web/20240711052253/https://www.yeastgenome.org/"
25432889,AlzBase,0.974508405,AlzBase,0.974508405,,0,1,2014-11-29,http://alz.big.ac.cn/alzBase,"HTTPConnectionPool(host='alz.big.ac.cn', port=80): Max retries exceeded with url: /alzBase (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7bb29f533790>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,http://web.archive.org/web/20220531172723/http://alz.big.ac.cn/alzBase/
25468931,AromaDeg,0.997393668,AromaDeg,0.997393668,,0,1,2014-12-01,http://aromadeg.siona.helmholtz-hzi.de,"HTTPConnectionPool(host='aromadeg.siona.helmholtz-hzi.de', port=80): Pool is closed.",,,no_wayback
25475113,CBMAR,0.971514285,CBMAR,0.971514285,,0,1,2014-12-03,http://14.139.227.92/mkumar/lactamasedb,"HTTPConnectionPool(host='14.139.227.92', port=80): Max retries exceeded with url: /mkumar/lactamasedb (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f525a30>, 'Connection to 14.139.227.92 timed out. (connect timeout=5)'))",,,no_wayback
25477388,BARD,0.990859985,BARD,0.990859985,BioAssay Research Database,0.854191172,1,2014-12-04,http://bard.nih.gov,"HTTPConnectionPool(host='bard.nih.gov', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7bb29f5929d0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,http://web.archive.org/web/20180726095431/https://bard.nih.gov/
25487439,ARALIP,0.893481195,ARALIP,0.893481195,,0,1,2014-12-10,http://aralip.plantbiology.msu.edu,302,US,"(42.7370,-84.4839)",http://web.archive.org/web/20111225050123/http://aralip.plantbiology.msu.edu:80/
25762455,amamutdb.no,0.977049748,amamutdb.no,0.977049748,,0,1,2015-04-09,http://amamutdb.no,"HTTPConnectionPool(host='amamutdb.no', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7bb29f4e10d0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,no_wayback
25885062,CmMDb,0.993868947,CmMDb,0.993868947,Cucumis melo L,0.824225145,1,2015-04-17,http://65.181.125.102/cmmdb2/index.html,"HTTPConnectionPool(host='65.181.125.102', port=80): Max retries exceeded with url: /cmmdb2/index.html (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f4ccdf0>, 'Connection to 65.181.125.102 timed out. (connect timeout=5)'))",,,http://web.archive.org/web/20170204211739/http://65.181.125.102/cmmdb2/index.html
25972521,AtmiRNET,0.997909009,AtmiRNET,0.997909009,,0,1,2015-05-13,http://AtmiRNET.itps.ncku.edu.tw,200,TW,"(22.9908,120.2133)",http://web.archive.org/web/20230929031032/http://atmirnet.itps.ncku.edu.tw/
25988315,ImmuSort,0.995690107,ImmuSort,0.995690107,,0,1,2015-05-19,http://202.85.212.211/Account/ImmuSort.html,"HTTPConnectionPool(host='202.85.212.211', port=80): Max retries exceeded with url: /Account/ImmuSort.html (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f5d1b80>, 'Connection to 202.85.212.211 timed out. (connect timeout=5)'))",,,no_wayback
26005672,SPECTRA,0.996715844,SPECTRA,0.996715844,,0,1,2015-05-08,http://alpha.dmi.unict.it/spectra,301,IT,"(37.4922,15.0704)",http://web.archive.org/web/20230923014629/https://alpha.dmi.unict.it/spectra/
"26433226, 30715167, 33010178",BacWGSTdb,0.994153142,BacWGSTdb,0.994153142,,0,3,2021-01-01,http://bacdb.org/BacWGSTdb,301,US,"(34.0559,-118.2666)",http://web.archive.org/web/20240526141553/http://bacdb.org/BacWGSTdb/
26602690,Aging Chart,0.833349913,Aging Chart,0.833349913,,0,1,2015-11-23,http://agingchart.org,"HTTPConnectionPool(host='agingchart.org', port=80): Pool is closed.",,,http://web.archive.org/web/20141216193449/http://agingchart.org/
"26602694, 25555720",APD3,0.988607168,APD3,0.988607168,The antimicrobial peptide database,0.915424158,2,2015-11-23,http://aps.unmc.edu/AP,"HTTPConnectionPool(host='aps.unmc.edu', port=80): Max retries exceeded with url: /AP (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7bb29f1c98b0>: Failed to establish a new connection: [Errno 111] Connection refused'))",,,http://web.archive.org/web/20230515091931/https://aps.unmc.edu/AP
26644461,ALCOdb,0.997920737,ALCOdb,0.997920737,Algae Gene Coexpression database,0.973787616,1,2015-12-07,http://alcodb.jp,200,JP,"(35.6895,139.6917)",no_wayback
26862144,CrAgDb,0.977069199,CrAgDb,0.977069199,haperone repertoire in Archaeal,0.644523211,1,2016-02-08,http://14.139.227.92/mkumar/cragdb,"HTTPConnectionPool(host='14.139.227.92', port=80): Max retries exceeded with url: /mkumar/cragdb (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f874a60>, 'Connection to 14.139.227.92 timed out. (connect timeout=5)'))",,,no_wayback
26949480,SNP2Structure,0.994531825,SNP2Structure,0.994531825,,0,1,2015-09-30,http://apps.icbi.georgetown.edu/snp2structure,"HTTPConnectionPool(host='apps.icbi.georgetown.edu', port=80): Pool is closed.",,,http://web.archive.org/web/20150905121348/https://apps.icbi.georgetown.edu/snp2structure/
27081154,3CDB,0.995992641,3CDB,0.995992641,,0,1,2016-04-14,http://3cdb.big.ac.cn,301,CN,"(39.9906,116.2887)",no_wayback
27148975,SpinachDB,0.997738004,SpinachDB,0.997738004,,0,1,2016-05-05,http://222.73.98.124/spinachdb,"HTTPConnectionPool(host='222.73.98.124', port=80): Pool is closed.",,,no_wayback
27167218,MiasDB,0.997192025,MiasDB,0.997192025,,0,1,2016-05-11,http://47.88.84.236/Miasdb,301,US,"(37.3394,-121.8950)",http://web.archive.org/web/20220617205229/http://47.88.84.236/Miasdb/
27193158,ASL-LEX,0.995315278,ASL-LEX,0.995315278,,0,1,2017-04-01,http://asl-lex.org,301,US,"(37.7621,-122.3971)",no_wayback
27209279,DNetDB,0.996409118,DNetDB,0.996409118,,0,1,2016-05-21,http://app.scbit.org/DNetDB,"HTTPConnectionPool(host='app.scbit.org', port=80): Max retries exceeded with url: /DNetDB (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f592700>, 'Connection to app.scbit.org timed out. (connect timeout=5)'))",,,http://web.archive.org/web/20190914123127/http://app.scbit.org:80/DNetDB/
"27242034, 32542109",Abasy,0.987492204,Abasy,0.987492204,acteria systems,0.613150299,2,2016-05-30,http://abasy.ccg.unam.mx,301,MX,"(19.4285,-99.1277)",http://web.archive.org/web/20240707071816/https://abasy.ccg.unam.mx/
27242037,ArthropodaCyc,0.994480968,ArthropodaCyc,0.994480968,,0,1,2016-05-30,http://arthropodacyc.cycadsys.org,200,FR,"(48.8534,2.3488)",http://web.archive.org/web/20240607143745/http://arthropodacyc.cycadsys.org/
27242503,Ferretome,0.98255372,Ferretome,0.98255372,,0,1,2016-05-10,http://bams1.org,301,US,"(40.8223,-74.4569)",http://web.archive.org/web/20240707061356/https://bams1.org./
27436239,GlycoGAIT,0.980752434,GlycoGAIT,0.980752434,Glycosylation and Gut Associated Immune,0.728825476,1,2016-07-18,http://apps.connexios.com/glycogait,"HTTPConnectionPool(host='apps.connexios.com', port=80): Max retries exceeded with url: /glycogait (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7bb29f5923a0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,no_wayback
27507885,ADPriboDB,0.997497678,ADPriboDB,0.997497678,,0,1,2016-08-09,http://ADPriboDB.leunglab.org,405,,,http://web.archive.org/web/20201103132030/http://adpribodb.leunglab.org/
27580923,SkeletonGenetics,0.990358194,SkeletonGenetics,0.990358194,,0,1,2016-08-31,http://101.200.211.232/skeletongenetics,"HTTPConnectionPool(host='101.200.211.232', port=80): Max retries exceeded with url: /skeletongenetics (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7bb29f5160d0>, 'Connection to 101.200.211.232 timed out. (connect timeout=5)'))",,,no_wayback
27582018,ANGIOGENES,0.997215807,ANGIOGENES,0.997215807,,0,1,2016-09-01,http://angiogenes.uni-frankfurt.de,200,DE,"(50.1155,8.6842)",http://web.archive.org/web/20221208121209/http://angiogenes.uni-frankfurt.de/
27813701,UNcleProt,0.993122756,UNcleProt,0.993122756,Universal Nuclear Protein database of barley,0.863325749,1,2016-11-04,http://barley.gambrinus.ueb.cas.cz,500,,,http://web.archive.org/web/20230328210155/http://barley.gambrinus.ueb.cas.cz/
"27924032, 30395294, 33152079",antiSMASH,0.958897054,antiSMASH,0.958897054,,0,3,2021-01-01,http://antismash-db.secondarymetabolites.org,301,DK,"(55.6759,12.5655)",no_wayback
28013278,ThaleMine,0.986150086,ThaleMine,0.986150086,,0,1,2017-01-01,"http://apps.araport.org/thalemine/, http://www.araport.org","HTTPConnectionPool(host='apps.araport.org', port=80): Pool is closed., 301",", CA",", (43.7064,-79.3986)","no_wayback, no_wayback"
28069893,Alga-PrAS,0.994979988,Alga-PrAS,0.994979988,Algal Protein Annotation Suite database,0.78106205,1,2017-01-01,http://alga-pras.riken.jp,200,JP,"(35.4333,139.6500)",http://web.archive.org/web/20240711070624/http://alga-pras.riken.jp/
28096778,PineElm_SSRdb,0.885082662,PineElm_SSRdb,0.885082662,,0,1,2016-11-24,http://app.bioelm.com,"HTTPConnectionPool(host='app.bioelm.com', port=80): Max retries exceeded with url: / (Caused by ProtocolError('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')))",,,no_wayback
28361715,SheddomeDB,0.996616364,SheddomeDB,0.996616364,,0,1,2017-03-14,http://bal.ym.edu.tw/SheddomeDB,"HTTPConnectionPool(host='bal.ym.edu.tw', port=80): Max retries exceeded with url: /SheddomeDB (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7bb29f5924c0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,no_wayback
28365738,ABCMdb,0.99738276,ABCMdb,0.99738276,,0,1,2017-01-01,http://abcm2.hegelab.org,200,HU,"(47.4984,19.0404)",http://web.archive.org/web/20231211185804/http://abcm2.hegelab.org/
